Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Inward issue link (Depend),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Validate scripts/new logic ,CTET-5070,82177,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,05/Sep/24 7:39 AM,17/Sep/24 1:41 PM,18/Sep/24 8:40 AM,17/Sep/24 7:40 AM,,0,,,,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30450010,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c8p:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,13.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_415798858_*|*_3_*:*_1_*:*_603593879_*|*_10000_*:*_1_*:*_17448945_*|*_10001_*:*_1_*:*_0,"17/Sep/24 8:04 AM;60957172a56f2f006f65f1e9;Updated IslandingSystem function to support islanding edge cases. See the updated script here: [voltron/tester/island_system.go at FS-466-plugin-DNE · generacclean/voltron (github.com)|https://github.com/generacclean/voltron/blob/FS-466-plugin-DNE/tester/island_system.go]

The below code (lines 66-75) in the script has been commented out, until this PR is reviewed and merged: [Updated youngen.go to be accessible across packages by starting struct/function names with uppercase letters by seunosiyemi · Pull Request #108 · generacclean/factorycommon (github.com)|https://github.com/generacclean/factorycommon/pull/108]

{noformat} if loadApplied {
		logger.Info(""configuring_rlc_load_bank_to_apply_resistive_load"", zap.Uint16(""load_per_phase"", watts1000))

		// nolint gocritic // TO-DO
		// rlc, err := SetupYoungenRLC(watts1000, watts1000, ZeroLoad, ZeroLoad, ZeroLoad, ZeroLoad, logger)
		// if err != nil {
		// 	return nil, err
		// }
		// defer func() {
		// 	if err = CloseYoungenClient(rlc, logger); err != nil {
		// 		logger.Error(""unable_to_end_youngen_session"", zap.Error(err))
		// 	}
		// }()
	}
{noformat}",17/Sep/24 8:20 AM;60957172a56f2f006f65f1e9;Validated config_yungen.go function in hotfix-compliance-branch. See script here: [voltron/voltron/config_youngen.go at hotfix-compliance-tests · generacclean/voltron (github.com)|https://github.com/generacclean/voltron/blob/hotfix-compliance-tests/voltron/config_youngen.go] ,17/Sep/24 1:41 PM;60957172a56f2f006f65f1e9;Updated README.md file in FS-466-plugin-DNE branch. See here: [voltron/README.md at FS-466-plugin-DNE · generacclean/voltron (github.com)|https://github.com/generacclean/voltron/blob/FS-466-plugin-DNE/README.md],,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,17/Sep/24 7:40 AM
Improve Voltron code and support Tanner and Joe coding efforts,CTET-5068,82175,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,05/Sep/24 7:33 AM,13/Sep/24 7:58 AM,18/Sep/24 8:40 AM,13/Sep/24 7:58 AM,,0,,Support voltron automation and improve code library.,,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,06/Sep/24 1:44 PM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240906-204051.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51720,06/Sep/24 1:44 PM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240906-204351.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51721,10/Sep/24 8:08 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240910-150841.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51726,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d7ee588,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c89:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_692668798_*|*_10000_*:*_1_*:*_13351_*|*_10001_*:*_1_*:*_0,"06/Sep/24 1:06 PM;60957172a56f2f006f65f1e9;Created PR for factorycommon after modifying youngen.go to be accessible across packages by changing the struct/function names to start with uppercase letters. The spelling for some function/struct names was also changed from yungen to youngen for consistency. See PR below:

[Updated youngen.go to be accessible across packages by starting struct/function names with uppercase letters by seunosiyemi · Pull Request #108 · generacclean/factorycommon (github.com)|https://github.com/generacclean/factorycommon/pull/108]","06/Sep/24 1:09 PM;60957172a56f2f006f65f1e9;Created config_youngen.go in the hotfix-compliance-tests branch to test the RLC load bank. See the script below: 


{noformat}package voltron

import (
	""github.com/generacclean/factorycommon/hal/load/youngen""
	""go.uber.org/zap""
)

const (
	RlcIP = ""10.11.70.19""
)

// SetupYoungenRLC will configure the RLC load bank and enable its output.
// It returns the configured RLC load bank and an error if any occurs.
func SetupYoungenRLC(wattsL1 uint16, wattsL2 uint16, cVarsL1 uint16, cVarsL2 uint16,
	lVarsL1 uint16, lVarsL2 uint16, logger *zap.Logger) (*youngen.YoungenLoad, error) {
	logger.Info(""configuring_rlc_load_bank"")

	// Initialize the RLC load bank client.
	var rlc youngen.YoungenLoad
	rlc = youngen.NewYoungenLoad(RlcIP)

	var err error
	// Configure the RLC load bank with various loads
	if err = rlc.SetLineOneResistiveLoad(wattsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoResistiveLoad(wattsL2); err != nil {
		return nil, err
	}

	if err = rlc.SetLineOneCapacitiveLoad(cVarsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoCapacitiveLoad(cVarsL2); err != nil {
		return nil, err
	}

	if err = rlc.SetLineOneInductiveLoad(lVarsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoInductiveLoad(lVarsL2); err != nil {
		return nil, err
	}

	logger.Info(""enabling_rlc_load_bank_output"")

	// Enable the RLC load bank output
	if err = rlc.TurnOn(); err != nil {
		return nil, err
	}

	return &rlc, nil
}

// CloseYoungenClient will close the connection with Yungen RLC load bank.
func CloseYoungenClient(rlc *youngen.YoungenLoad, logger *zap.Logger) error {
	logger.Info(""closing_connection_with_rlc_load_bank"")

	var err error
	if err = rlc.TurnOff(); err != nil {
		return err
	}

	return nil
}
{noformat}","06/Sep/24 1:44 PM;60957172a56f2f006f65f1e9;UDS write and read on the BMU now working since updating the data store models. The BMU was disabled, re-enabled, and the value in the device_mode_set was read to verify this. The serial console also reflected this; the deice is disabled and enabled without issuing any serial commands.

!image-20240906-204051.png|width=777,height=855,alt=""image-20240906-204051.png""!



!image-20240906-204351.png|width=850,height=778,alt=""image-20240906-204351.png""!","10/Sep/24 8:08 AM;60957172a56f2f006f65f1e9;[What is a subnet? | How subnetting works | Cloudflare|https://www.cloudflare.com/learning/network-layer/what-is-a-subnet/]

Link to important documents for YungEn RLC load bank [Clean Energy Solutions - YoungEn RLC Load Bank - All Documents (sharepoint.com)|https://generac.sharepoint.com/sites/Generac-CES/Engineering/Forms/AllItems.aspx?id=%2Fsites%2FGenerac%2DCES%2FEngineering%2F%23Resources%2FYoungEn%20RLC%20Load%20Bank]

!image-20240910-150841.png|width=1430,height=824,alt=""image-20240910-150841.png""!",78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,13/Sep/24 7:58 AM
shop clean up,CTET-5067,82174,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,05/Sep/24 7:28 AM,17/Sep/24 3:50 PM,18/Sep/24 8:40 AM,17/Sep/24 3:50 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@29eb6240,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07d99:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_111525845_*|*_10000_*:*_1_*:*_955370705_*|*_10001_*:*_1_*:*_0,,,,,,,Done,17/Sep/24 3:50 PM
Rework BMU/INV NPI1A - full surging,CTET-5065,82172,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,05/Sep/24 6:59 AM,17/Sep/24 8:41 AM,18/Sep/24 8:40 AM,17/Sep/24 8:41 AM,,0,,"Update BMU to these changes:
[^BMU High Current Mods.docx] ",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,05/Sep/24 7:07 AM;joe.wardwell;BMU High Current Mods.docx;https://neurio.atlassian.net/rest/api/3/attachment/content/51703,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ecbea18,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eed:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,4.0,,,,,,10000_*:*_1_*:*_1042939074_*|*_10001_*:*_1_*:*_0,,,,,,,Done,17/Sep/24 8:41 AM
Schematics - Design Review of schematics,CTET-5064,82171,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@264712ab,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e4x:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),To Do,05/Sep/24 5:21 AM
Schematics - Enclosure Exterior and Rack Mount Layouts,CTET-5063,82170,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,16/Sep/24 7:28 AM,18/Sep/24 8:40 AM,16/Sep/24 7:28 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@18e50e35,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e4l:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_335365463_*|*_10000_*:*_1_*:*_622670134_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,16/Sep/24 7:28 AM
Schematics - Panel Layouts,CTET-5062,82169,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,12/Sep/24 10:18 AM,18/Sep/24 8:40 AM,12/Sep/24 10:18 AM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@690fac1b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e4h:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_622668426_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,12/Sep/24 10:18 AM
Develop Mechanical Fixture Design Specifications,CTET-5026,82133,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:44 PM,13/Sep/24 11:04 AM,18/Sep/24 8:40 AM,13/Sep/24 11:04 AM,,0,,"Collaborate with the software engineering team to develop detailed design specifications for the mechanical fixture. Ensure the specifications meet all functional, safety, and usability requirements. Document the specifications for vendor reference.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3478c12b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e2g:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_62447466_*|*_10000_*:*_1_*:*_687585592_*|*_10001_*:*_1_*:*_0,,,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,Done,13/Sep/24 11:04 AM
Issue Purchase Order to Selected Vendor,CTET-5025,82132,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:44 PM,18/Sep/24 8:40 AM,18/Sep/24 8:40 AM,,,0,,"Based on the evaluation and recommendation report, select the most suitable vendor. Issue the purchase order (PO) to the chosen vendor and confirm the delivery schedule. Ensure all contractual terms are clearly defined and agreed upon.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b0bec7e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e2h:,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,In Progress,17/Sep/24 7:59 AM
Request and Review Vendor Quotes,CTET-5024,82131,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:44 PM,12/Sep/24 5:35 PM,18/Sep/24 8:40 AM,12/Sep/24 5:35 PM,,0,,"Send out requests for quotes to the identified vendors. Review the received quotes for cost, delivery timelines, and compliance with project specifications. Document the findings and prepare a recommendation report for vendor selection.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15093a55,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07e29:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_609770317_*|*_10000_*:*_1_*:*_77345590_*|*_10001_*:*_1_*:*_0,,,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,Done,12/Sep/24 5:35 PM
Kickoff Second BIC/BIP Manual Fixture,CTET-5022,82129,Story,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:27 PM,17/Sep/24 9:59 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17f28f0e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:o,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,In Progress,12/Sep/24 5:40 PM
Kickoff Second ALC/ALP Manual Fixture,CTET-5021,82128,Story,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:26 PM,17/Sep/24 9:51 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ceaacaf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5178,Update ALC/ALP CAD Design,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rif:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,82408,Update ALC/ALP CAD Design,In Progress,12/Sep/24 5:40 PM
Submit RFQ for PWRMicro Functional Tester for NPI 1B,CTET-5020,82127,Story,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:26 PM,17/Sep/24 7:56 AM,18/Sep/24 8:40 AM,,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e20bb1b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:m,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,04/Sep/24 6:26 PM
ICT RFQ V3 - single document for BM system (based on current design),CTET-5010,82117,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:49 PM,17/Sep/24 4:24 PM,18/Sep/24 8:40 AM,17/Sep/24 4:11 PM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cd680a3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4347,Test spec defining [ICT],,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bv1:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_228080_*|*_3_*:*_1_*:*_700188858_*|*_10000_*:*_1_*:*_420543828_*|*_10001_*:*_1_*:*_0,,,,,80898,Test spec defining [ICT],Done,17/Sep/24 4:11 PM
Initiate data gathering required for ME design of pulse tester,CTET-5009,82116,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,04/Sep/24 4:48 PM,16/Sep/24 9:47 AM,18/Sep/24 8:40 AM,16/Sep/24 9:47 AM,,0,,,,Soham Dange,,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47ec2579,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bvd:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_925822539_*|*_10000_*:*_1_*:*_85700361_*|*_10001_*:*_1_*:*_0,,,,,,,Done,16/Sep/24 9:47 AM
