Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
"Create SW drawing of machine shop in facility with all tools, tables, chests etc",CTET-4764,81664,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,22/Aug/24 3:01 PM,03/Sep/24 7:45 AM,04/Sep/24 2:25 PM,,,0,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5deac54c,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4763,Build a capable machine shop in Reno,,,,,,,,,,,,,,,,,,,,,,,2|i07bfd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,81663,Build a capable machine shop in Reno,To Do,22/Aug/24 3:01 PM
10x simulation runs with variations and fault injections,CTET-4757,81646,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,22/Aug/24 10:44 AM,03/Sep/24 9:01 AM,22/Aug/24 10:44 AM,03/Sep/24 9:01 AM,,0,,,Mazin Almaqablah,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f675698,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i079bd:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1030620657_*|*_10001_*:*_1_*:*_0,,,,,Done,03/Sep/24 9:01 AM
automate current reading test,CTET-4753,81642,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:08 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f89011d,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i07993:i,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:08 AM
automate rs485 communication test,CTET-4751,81640,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:07 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e2965ca,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i07994:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:07 AM
automate power supply operation and regulation,CTET-4750,81639,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:07 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@462adb2f,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i07993:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:07 AM
automate thermistor test,CTET-4749,81638,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:06 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4fa57323,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i07990:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:06 AM
automate toggle switch test,CTET-4748,81637,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:06 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28aa3e24,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i0798z:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:06 AM
automate genealogy,CTET-4747,81636,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:06 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53165cc9,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i07991:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,To Do,22/Aug/24 10:06 AM
Debug flash station penguin 2 celestica,CTET-4733,81605,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,21/Aug/24 3:03 PM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@530a2095,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,,,,,,,,,,,,,,2|i0793t:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,In Progress,21/Aug/24 3:04 PM
Update Process for Test System Utilization,CTET-4731,81603,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,21/Aug/24 2:18 PM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47140537,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i07931:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,In Progress,28/Aug/24 12:35 PM
Execute and Implement all Loading Tests,CTET-4730,81602,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,21/Aug/24 2:17 PM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c800bf8,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07935:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,28/Aug/24 12:35 PM
Spec out and Order New 8 chan / Yokogawa scope,CTET-4729,81601,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,21/Aug/24 2:17 PM,03/Sep/24 9:32 AM,04/Sep/24 2:25 PM,03/Sep/24 9:32 AM,,0,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c90f1a,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i07b0t:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_507426191_*|*_10000_*:*_1_*:*_598702198_*|*_10001_*:*_1_*:*_0,,,,,Done,03/Sep/24 9:32 AM
Re-Write Loading Tests for new plugin,CTET-4725,81597,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,21/Aug/24 2:13 PM,04/Sep/24 8:02 AM,04/Sep/24 2:25 PM,04/Sep/24 8:02 AM,,0,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34cea676,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i0793j:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_81023900_*|*_10000_*:*_1_*:*_1106320113_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,04/Sep/24 8:02 AM
Cabinet Integration: Functional Checkouts Prior to Cart Integration,CTET-4666,81441,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:45 AM,04/Sep/24 2:23 PM,04/Sep/24 2:25 PM,,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d5eee4a,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:zzzzzzzx,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,19/Aug/24 7:45 AM
"Cabinet Integration: Route interconnects between Panels, AVT, and Estop",CTET-4665,81440,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:44 AM,03/Sep/24 1:06 PM,04/Sep/24 2:25 PM,03/Sep/24 1:06 PM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@445cb643,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:zzzzzzzv,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1315332574_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,03/Sep/24 1:06 PM
Cabinet Integration: Route interconnects between Panels and Service Port,CTET-4664,81439,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:44 AM,03/Sep/24 12:55 PM,04/Sep/24 2:25 PM,03/Sep/24 12:55 PM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4efa2c3c,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:zzzzzzzr,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1314658213_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,03/Sep/24 12:55 PM
Cabinet Integration: Route interconnects between Panels and Transformer,CTET-4663,81438,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:44 AM,03/Sep/24 11:12 AM,04/Sep/24 2:25 PM,03/Sep/24 11:12 AM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b4c0f50,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:zzzzzzzi,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_1308504935_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,03/Sep/24 11:12 AM
Cabinet Integration: Route interconnects between Panels and  HVAC,CTET-4662,81437,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:44 AM,03/Sep/24 11:20 PM,04/Sep/24 2:25 PM,03/Sep/24 11:20 PM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@375ef83f,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:zzzzzzz,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_12841538_*|*_10000_*:*_1_*:*_1339346702_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,03/Sep/24 11:20 PM
Cabinet Integration: Route interconnects between Panels and Interior Lights,CTET-4661,81436,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:42 AM,04/Sep/24 10:19 AM,04/Sep/24 2:25 PM,04/Sep/24 10:19 AM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e0fbdd8,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b1t:9,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10547_*:*_1_*:*_52450549_*|*_10000_*:*_1_*:*_1339370579_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,04/Sep/24 10:19 AM
Cabinet Integration: Route interconnects between LV Panel and Rackmount Equipment,CTET-4660,81435,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,19/Aug/24 7:41 AM,02/Sep/24 12:15 PM,04/Sep/24 2:25 PM,02/Sep/24 12:15 PM,,0,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c832804,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i07b20:w,,,,,,,,,,,,,,,,,,,,,CTET 82824,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_245294873_*|*_10000_*:*_1_*:*_980670214_*|*_10001_*:*_2_*:*_22089,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,02/Sep/24 12:15 PM
